"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Кормление","Правая Грудь","23-дек.-2021 03:19","23-дек.-2021 03:47",""
"Сон","","23-дек.-2021 02:22","23-дек.-2021 03:19","не спал с 3:19 до 4:30"
"Кормление","Правая Грудь","23-дек.-2021 02:03","23-дек.-2021 02:22",""
"Сон","","23-дек.-2021 01:45","23-дек.-2021 02:02",""
"Сон","","23-дек.-2021 00:38","23-дек.-2021 01:41",""
"Кормление","Левая Грудь","23-дек.-2021 00:34","23-дек.-2021 00:41",""
"Сон","","22-дек.-2021 21:56","23-дек.-2021 00:32",""
"Кормление","Левая Грудь","22-дек.-2021 21:32","22-дек.-2021 21:56",""
"Кормление","Правая Грудь","22-дек.-2021 21:28","22-дек.-2021 21:32",""
"Сон","","22-дек.-2021 20:53","22-дек.-2021 21:26",""
"Подгузники","Грязный","22-дек.-2021 20:35","22-дек.-2021 20:35",""
"Кормление","Бутылочка","22-дек.-2021 20:00","22-дек.-2021 20:01","75мл, смесь"
"Кормление","Правая Грудь","22-дек.-2021 19:11","22-дек.-2021 19:13",""
"Кормление","Левая Грудь","22-дек.-2021 19:03","22-дек.-2021 19:11",""
"Сон","","22-дек.-2021 18:17","22-дек.-2021 18:51",""
"Кормление","Правая Грудь","22-дек.-2021 18:10","22-дек.-2021 18:17","на сон"
"Подгузники","Грязный","22-дек.-2021 18:04","22-дек.-2021 18:04",""
"Подгузники","Мокрый","22-дек.-2021 17:49","22-дек.-2021 17:49",""
"Кормление","Левая Грудь","22-дек.-2021 17:15","22-дек.-2021 17:23","не хватило молока, дала смесь шприц"
"Сон","","22-дек.-2021 16:48","22-дек.-2021 17:02",""
"Кормление","Левая Грудь","22-дек.-2021 16:15","22-дек.-2021 16:20",""
"Подгузники","Мокрый","22-дек.-2021 16:09","22-дек.-2021 16:09",""
"Кормление","Правая Грудь","22-дек.-2021 16:09","22-дек.-2021 16:15",""
"Кормление","Левая Грудь","22-дек.-2021 14:57","22-дек.-2021 15:24",""
"Кормление","Правая Грудь","22-дек.-2021 14:49","22-дек.-2021 14:57",""
"Кормление","Левая Грудь","22-дек.-2021 14:47","22-дек.-2021 14:49",""
"Сон","","22-дек.-2021 14:04","22-дек.-2021 14:47",""
"Кормление","Правая Грудь","22-дек.-2021 12:31","22-дек.-2021 12:44",""
"Кормление","Левая Грудь","22-дек.-2021 12:20","22-дек.-2021 12:30",""
"Сон","","22-дек.-2021 11:42","22-дек.-2021 12:20",""
"Подгузники","Мокрый","22-дек.-2021 11:26","22-дек.-2021 11:26",""
"Кормление","Еда","22-дек.-2021 11:15","22-дек.-2021 11:15","молоко 20 шприц"
"Сцеживание","Обе","22-дек.-2021 10:40","22-дек.-2021 10:40","20мл"
"Кормление","Левая Грудь","22-дек.-2021 10:12","22-дек.-2021 10:26",""
"Кормление","Правая Грудь","22-дек.-2021 09:58","22-дек.-2021 10:12",""
"Сон","","22-дек.-2021 08:26","22-дек.-2021 09:56",""
"Подгузники","Мокрый","22-дек.-2021 08:00","22-дек.-2021 08:00",""
"Кормление","Левая Грудь","22-дек.-2021 07:33","22-дек.-2021 07:39",""
"Здоровье","Лекарство","22-дек.-2021 07:22","22-дек.-2021 07:22","Дюфалак 4"
"Кормление","Правая Грудь","22-дек.-2021 07:21","22-дек.-2021 07:32",""
"Сон","","22-дек.-2021 06:03","22-дек.-2021 07:01","5:21 - 6:03 не спал, гулял"
"Кормление","Левая Грудь","22-дек.-2021 05:54","22-дек.-2021 06:03",""
"Кормление","Правая Грудь","22-дек.-2021 05:50","22-дек.-2021 05:54",""
"Кормление","Левая Грудь","22-дек.-2021 05:31","22-дек.-2021 05:42",""
"Кормление","Правая Грудь","22-дек.-2021 05:22","22-дек.-2021 05:31",""
"Сон","","22-дек.-2021 03:55","22-дек.-2021 05:21",""
"Кормление","Правая Грудь","22-дек.-2021 03:52","22-дек.-2021 04:00",""
"Сон","","22-дек.-2021 02:21","22-дек.-2021 03:51",""
"Кормление","Левая Грудь","22-дек.-2021 02:14","22-дек.-2021 02:20",""
"Кормление","Правая Грудь","22-дек.-2021 02:10","22-дек.-2021 02:14",""
"Кормление","Левая Грудь","22-дек.-2021 02:09","22-дек.-2021 02:10",""
"Сон","","22-дек.-2021 01:27","22-дек.-2021 02:09",""
"Сон","","21-дек.-2021 22:50","22-дек.-2021 01:20",""
"Сон","","21-дек.-2021 22:11","21-дек.-2021 22:43",""
"Кормление","Правая Грудь","21-дек.-2021 22:03","21-дек.-2021 22:10","продлеваю"
"Подгузники","Мокрый","21-дек.-2021 21:04","21-дек.-2021 21:04",""
"Сон","","21-дек.-2021 21:04","21-дек.-2021 22:02",""
"Кормление","Правая Грудь","21-дек.-2021 20:11","21-дек.-2021 20:33",""
"Кормление","Левая Грудь","21-дек.-2021 18:54","21-дек.-2021 18:59",""
"Кормление","Правая Грудь","21-дек.-2021 18:47","21-дек.-2021 18:54",""
"Сон","","21-дек.-2021 18:07","21-дек.-2021 18:45",""
"Подгузники","Грязный","21-дек.-2021 17:47","21-дек.-2021 17:47",""
"Кормление","Левая Грудь","21-дек.-2021 16:34","21-дек.-2021 16:42",""
"Развитие","Рост","21-дек.-2021 16:31","21-дек.-2021 16:31","62см"
"Развитие","Вес","21-дек.-2021 16:30","21-дек.-2021 16:30","4.9кг"
"Развитие","Голова","21-дек.-2021 16:30","21-дек.-2021 16:30","39см"
"Здоровье","Лекарство","21-дек.-2021 16:30","21-дек.-2021 16:30","От гепатита 2 21 декабря левая"
"Здоровье","Прививка","21-дек.-2021 16:29","21-дек.-2021 16:29","От пневмококковой 21 дек правая"
"Кормление","Правая Грудь","21-дек.-2021 16:28","21-дек.-2021 16:33",""
"Сон","","21-дек.-2021 15:52","21-дек.-2021 16:26",""
"Кормление","Левая Грудь","21-дек.-2021 14:39","21-дек.-2021 14:45",""
"Кормление","Правая Грудь","21-дек.-2021 14:34","21-дек.-2021 14:39",""
"Сон","","21-дек.-2021 13:40","21-дек.-2021 14:27",""
"Досуг","Игры","21-дек.-2021 13:31","21-дек.-2021 13:40",""
"Кормление","Левая Грудь","21-дек.-2021 12:08","21-дек.-2021 12:13",""
"Кормление","Правая Грудь","21-дек.-2021 12:01","21-дек.-2021 12:08",""
"Сон","","21-дек.-2021 11:22","21-дек.-2021 12:01",""
"Досуг","Игры","21-дек.-2021 11:14","21-дек.-2021 11:21","грудь на сон у мамы"
"Подгузники","Мокрый","21-дек.-2021 10:51","21-дек.-2021 10:51",""
"Здоровье","Лекарство","21-дек.-2021 09:29","21-дек.-2021 09:29","Дюфалак 4"
"Кормление","Левая Грудь","21-дек.-2021 09:19","21-дек.-2021 09:28",""
"Кормление","Правая Грудь","21-дек.-2021 09:11","21-дек.-2021 09:19",""
"Досуг","Игры","21-дек.-2021 08:46","21-дек.-2021 08:53","грудью продлеваю"
"Досуг","Игры","21-дек.-2021 08:28","21-дек.-2021 08:45","шикала и держала, почти получилось"
"Сон","","21-дек.-2021 07:46","21-дек.-2021 09:08",""
"Подгузники","Мокрый","21-дек.-2021 07:29","21-дек.-2021 07:29",""
"Подгузники","Мокрый","21-дек.-2021 07:12","21-дек.-2021 07:12",""
"Кормление","Правая Грудь","21-дек.-2021 06:53","21-дек.-2021 07:01",""
"Кормление","Левая Грудь","21-дек.-2021 06:47","21-дек.-2021 06:53",""
"Кормление","Левая Грудь","21-дек.-2021 06:36","21-дек.-2021 06:42",""
"Кормление","Правая Грудь","21-дек.-2021 06:23","21-дек.-2021 06:35",""
"Сон","","21-дек.-2021 05:15","21-дек.-2021 06:22",""
"Кормление","Левая Грудь","21-дек.-2021 05:00","21-дек.-2021 05:15",""
"Кормление","Правая Грудь","21-дек.-2021 04:44","21-дек.-2021 04:57",""
"Сон","","21-дек.-2021 03:29","21-дек.-2021 04:44",""
"Кормление","Правая Грудь","21-дек.-2021 03:14","21-дек.-2021 03:23",""
"Кормление","Левая Грудь","21-дек.-2021 03:12","21-дек.-2021 03:14",""
"Кормление","Правая Грудь","21-дек.-2021 03:08","21-дек.-2021 03:12",""
"Сон","","21-дек.-2021 01:23","21-дек.-2021 03:08",""
"Подгузники","Грязный","21-дек.-2021 01:13","21-дек.-2021 01:13",""
"Кормление","Левая Грудь","21-дек.-2021 00:50","21-дек.-2021 01:09",""
"Кормление","Правая Грудь","21-дек.-2021 00:50","21-дек.-2021 00:50",""
"Кормление","Левая Грудь","21-дек.-2021 00:37","21-дек.-2021 00:50",""
"Сон","","20-дек.-2021 21:35","21-дек.-2021 00:47",""
"Кормление","Левая Грудь","20-дек.-2021 21:12","20-дек.-2021 21:18",""
"Кормление","Правая Грудь","20-дек.-2021 21:08","20-дек.-2021 21:12",""
"Сон","","20-дек.-2021 20:35","20-дек.-2021 21:07","2 09 ор"
"Подгузники","Грязный","20-дек.-2021 19:00","20-дек.-2021 19:00",""
"Кормление","Правая Грудь","20-дек.-2021 18:25","20-дек.-2021 18:28",""
"Кормление","Левая Грудь","20-дек.-2021 18:19","20-дек.-2021 18:25",""
"Сон","","20-дек.-2021 17:18","20-дек.-2021 18:16",""
"Подгузники","Мокрый","20-дек.-2021 17:09","20-дек.-2021 17:09",""
"Кормление","Левая Грудь","20-дек.-2021 16:50","20-дек.-2021 16:54",""
"Кормление","Правая Грудь","20-дек.-2021 16:44","20-дек.-2021 16:50",""
"Кормление","Правая Грудь","20-дек.-2021 15:54","20-дек.-2021 16:02",""
"Развитие","Вес","20-дек.-2021 15:47","20-дек.-2021 15:47","4.88кг"
"Досуг","Игры","20-дек.-2021 15:46","20-дек.-2021 15:46","63,9"
"Кормление","Левая Грудь","20-дек.-2021 15:45","20-дек.-2021 15:54",""
"Сон","","20-дек.-2021 14:59","20-дек.-2021 15:40",""
"Досуг","Игры","20-дек.-2021 14:52","20-дек.-2021 14:52","правая"
"Подгузники","Грязный","20-дек.-2021 13:40","20-дек.-2021 13:40",""
"Кормление","Левая Грудь","20-дек.-2021 13:23","20-дек.-2021 13:28",""
"Кормление","Левая Грудь","20-дек.-2021 13:09","20-дек.-2021 13:15",""
"Кормление","Правая Грудь","20-дек.-2021 12:59","20-дек.-2021 13:06",""
"Сон","","20-дек.-2021 12:15","20-дек.-2021 12:56",""
"Досуг","Игры","20-дек.-2021 12:05","20-дек.-2021 12:09","правая на сон"
"Кормление","Левая Грудь","20-дек.-2021 10:47","20-дек.-2021 11:01",""
"Кормление","Правая Грудь","20-дек.-2021 10:34","20-дек.-2021 10:47",""
"Досуг","Игры","20-дек.-2021 09:31","20-дек.-2021 09:37",""
"Сон","","20-дек.-2021 08:53","20-дек.-2021 10:31",""
"Подгузники","Мокрый","20-дек.-2021 08:51","20-дек.-2021 08:51",""
"Кормление","Левая Грудь","20-дек.-2021 07:48","20-дек.-2021 07:56",""
"Здоровье","Лекарство","20-дек.-2021 07:43","20-дек.-2021 07:43","Дюфалак 5"
"Кормление","Правая Грудь","20-дек.-2021 07:37","20-дек.-2021 07:48",""
"Сон","","20-дек.-2021 05:34","20-дек.-2021 07:30",""
"Кормление","Правая Грудь","20-дек.-2021 05:29","20-дек.-2021 05:32",""
"Кормление","Левая Грудь","20-дек.-2021 05:21","20-дек.-2021 05:29",""
"Подгузники","Грязный","20-дек.-2021 05:15","20-дек.-2021 05:15",""
"Подгузники","Мокрый","20-дек.-2021 05:06","20-дек.-2021 05:06",""
"Сон","","20-дек.-2021 03:41","20-дек.-2021 04:51",""
"Кормление","Правая Грудь","20-дек.-2021 03:28","20-дек.-2021 03:35",""
"Кормление","Левая Грудь","20-дек.-2021 03:18","20-дек.-2021 03:28",""
"Сон","","20-дек.-2021 00:40","20-дек.-2021 03:18",""
"Кормление","Левая Грудь","20-дек.-2021 00:24","20-дек.-2021 00:33",""
"Кормление","Правая Грудь","20-дек.-2021 00:16","20-дек.-2021 00:24",""
"Сон","","19-дек.-2021 21:26","20-дек.-2021 00:15",""
"Кормление","Левая Грудь","19-дек.-2021 20:23","19-дек.-2021 20:28",""
"Подгузники","Мокрый","19-дек.-2021 20:19","19-дек.-2021 20:19",""
"Кормление","Правая Грудь","19-дек.-2021 20:08","19-дек.-2021 20:18",""
"Кормление","Левая Грудь","19-дек.-2021 19:04","19-дек.-2021 19:12",""
"Кормление","Правая Грудь","19-дек.-2021 18:54","19-дек.-2021 19:04",""
"Сон","","19-дек.-2021 18:07","19-дек.-2021 18:50",""
"Подгузники","Мокрый","19-дек.-2021 18:00","19-дек.-2021 18:00",""
"Кормление","Левая Грудь","19-дек.-2021 17:04","19-дек.-2021 17:14",""
"Кормление","Правая Грудь","19-дек.-2021 16:52","19-дек.-2021 17:02",""
"Кормление","Левая Грудь","19-дек.-2021 16:41","19-дек.-2021 16:52",""
